accuracy,aimTime,alpha1,alpha2,alpha3,backwardSpeed,base_capture_points,base_defense_points,base_xp,battles,caliber,damage,damage_blocked,damage_received,direct_hits,distance_traveled,dpm1,dpm2,dpm3,forwardSpeed,frags,gunDepression,gunElevation,hit_rate,hp,intraClipReload,life_time,maxAmmo,pen1,pen2,pen3,pen_rate,penetrations,player_winrate,player_wn8,potentialDamage,potential_damage_received,power,reload,shell1_ARMOR_PIERCING,shell1_ARMOR_PIERCING_CR,shell1_HIGH_EXPLOSIVE,shell1_HOLLOW_CHARGE,shell2_ARMOR_PIERCING,shell2_ARMOR_PIERCING_CR,shell2_HIGH_EXPLOSIVE,shell2_HOLLOW_CHARGE,shell3_ARMOR_PIERCING,shell3_HIGH_EXPLOSIVE,shell3_HOLLOW_CHARGE,shellVelocity1,shellVelocity2,shellVelocity3,shots_fired,sniper_damage,specificPower,spots,spotting_assist,survival,tier,tracking_assist,traverseSpeed,turretTraverseDispersion,turretTraverseSpeed,vehicleMovementDispersion,vehicleRotationDispersion,viewRange,weight,winrate,winrate_differential
0.1860465116279069,0.1694915254237288,0.0586690017513134,0.0395642201834862,0.0426758938869665,0.2372881355932203,0.1996699669966996,0.1485507246376811,0.1382978723404255,0.0012691360504953,0.1683902102723198,0.0336583101207056,0.0083643122676579,0.0905459387483355,0.0439918225183614,0.2717699473471041,0.1250914411119239,0.1250914411119239,0.1123150626348438,0.5588235294117647,0.1104294478527607,0.5238095238095238,0.2222222222222222,0.7042579450786794,0.0854430379746835,0.1975308641975308,0.1642512077294686,0.0662202380952381,0.1491525423728813,0.1197916666666666,0.0386740331491712,0.7776291793313069,0.053468899521531,0.3314861460957177,0.0675787728026534,0.1433378196500672,0.0443940375891121,0.0932914046121593,0.051418439716312,1,0,0,0,1,0,0,0,0,1,0,0.3602787456445993,0.2860492379835873,0.4191033138401559,0.0297721041809458,0.0199039121482498,0.2706514201699884,0.206806282722513,0.0272331154684095,0.2210070631123263,0.2,0.0852713178294573,0.5740740740740741,0.1714285714285714,0.5,0.2692307692307693,0.2692307692307693,0.3714285714285714,0.049908703590992,0.3206208425720619,0.4552673372154578
0.1511627906976743,0.1694915254237288,0.2732049036777583,0.180045871559633,0.2329873125720876,0.1525423728813559,0.1386138613861386,0.0434782608695652,0.5465425531914894,0.0082038521992512,0.3967597380213719,0.2358402971216341,0.1768897149938042,0.4993342210386152,0.0364957976830468,0.3669501822600243,0.5560566289427256,0.5560566289427256,0.4910651470779027,0.5147058823529411,0.1901840490797546,0.238095238095238,0.1666666666666666,0.8491206417772292,0.4936708860759494,0.1975308641975308,0.5458937198067633,0.0104166666666666,0.7050847457627119,0.5963541666666666,0.1104972375690607,0.7157446808510638,0.0418660287081339,0.3707808564231737,0.1977611940298507,0.1238223418573351,0.3379779650032404,0.3448637316561845,0.1223404255319149,1,0,0,0,0,1,0,0,0,1,0,0.4773519163763066,0.5240328253223916,0.7017543859649122,0.0185058259081562,0.0947151681537405,0.1812816735261225,0.2617801047120419,0.1383442265795207,0.2925495557074505,0.7,0.2945736434108527,0.3703703703703703,0.1142857142857143,0.4,0.2307692307692307,0.2307692307692307,0.7714285714285715,0.2416920267802799,0.3733924611973394,0.4769719428268925
0.255813953488372,0.3220338983050847,0.3345008756567426,0.2201834862385321,0.2964244521337947,0.1525423728813559,0.1617161716171617,0.0289855072463768,0.5279255319148937,0.0026082581943423,0.4915546363322992,0.1903435468895079,0.3156753407682776,0.4397470039946737,0.0288483380025743,0.3527744025921425,0.4185390322917755,0.4185390322917755,0.3964377450281607,0.4852941176470588,0.1349693251533742,0.238095238095238,0.1888888888888888,0.7999074359765505,0.430379746835443,0.1975308641975308,0.5120772946859904,0.0122767857142857,0.6,0.5572916666666666,0.1408839779005525,0.6295440729483283,0.0302631578947368,0.395969773299748,0.1695688225538971,0.1877523553162853,0.3839922229423201,0.2819706498951781,0.1950354609929078,1,0,0,0,0,0,0,1,0,1,0,0.3728222996515679,0.249706916764361,0.5555555555555556,0.0139650445510623,0.0624571036376115,0.151790863129042,0.2696335078534031,0.1503267973856209,0.2533606744133059,0.7,0.2558139534883721,0.2222222222222222,0.1714285714285714,0.3333333333333333,0.3269230769230769,0.3269230769230769,0.7714285714285715,0.2190353012781497,0.3108647450110864,0.3758602435150873
0.1744186046511627,0.2881355932203389,0.3782837127845884,0.2488532110091743,0.2964244521337947,0.1525423728813559,0.0825082508250825,0.0579710144927536,0.613031914893617,0.0054898738356578,0.4915546363322992,0.3922934076137419,0.3212515489467162,0.699733688415446,0.0459604755054137,0.4248683677602268,0.6865544989027066,0.6865544989027066,0.5372726573799559,0.5588235294117647,0.2085889570552147,0.2857142857142857,0.2,0.884603517432891,0.6835443037974683,0.1975308641975308,0.5603864734299517,0.0081845238095238,0.7796610169491526,0.7916666666666666,0.1602209944751381,0.7101519756838905,0.050956937799043,0.4992443324937025,0.3329187396351575,0.1528936742934051,0.5030784186649384,0.3710691823899371,0.1489361702127659,1,0,0,0,0,0,0,1,0,1,0,0.4773519163763066,0.3845252051582649,0.7017543859649122,0.024503084304318,0.1448181194234729,0.2474668233886583,0.3167539267015706,0.2096949891067538,0.3066757803599909,0.9,0.4341085271317829,0.4074074074074074,0.1142857142857143,0.3333333333333333,0.2307692307692307,0.2307692307692307,0.8857142857142857,0.2138364779874214,0.3933481152993347,0.3658020116463737
0.1744186046511627,0.2881355932203389,0.3782837127845884,0.2488532110091743,0.2964244521337947,0.1525423728813559,0.0973597359735973,0.0326086956521739,0.5079787234042553,0.0362061938515981,0.4915546363322992,0.2465181058495821,0.2738537794299876,0.7060585885486018,0.0334671007798894,0.3819360064803564,0.6865544989027066,0.6865544989027066,0.5372726573799559,0.5588235294117647,0.0736196319018405,0.2857142857142857,0.2,0.8284480098734958,0.6835443037974683,0.1975308641975308,0.5169082125603864,0.0081845238095238,0.7796610169491526,0.7916666666666666,0.1602209944751381,0.6037689969604862,0.0330143540669856,0.3138539042821157,0.0796019900497512,0.1528936742934051,0.483797796500324,0.3710691823899371,0.1489361702127659,1,0,0,0,0,0,0,1,0,1,0,0.4773519163763066,0.3845252051582649,0.7017543859649122,0.0168351610692254,0.1063829787234042,0.2474668233886583,0.2513089005235602,0.1775599128540305,0.213943950786056,0.9,0.3565891472868217,0.4074074074074074,0.1142857142857143,0.3333333333333333,0.2307692307692307,0.2307692307692307,0.8857142857142857,0.2138364779874214,0.1862527716186251,0.3133933298041291
0.1162790697674418,0.1525423728813559,0.5621716287215411,0.3692660550458715,0.4752018454440599,0.2033898305084746,0.0693069306930693,0.1268115942028985,0.6569148936170213,0.007626508097391,0.6208204067562909,0.6390436397400185,0.0520446096654275,0.4727030625832223,0.0407359733474672,0.4171729445119481,0.7099487929773226,0.7099487929773226,0.6059526726922974,0.4852941176470588,0.5644171779141104,0.2857142857142857,0.2222222222222222,0.7813946312866399,0.5886075949367089,0.1975308641975308,0.9227053140096618,0.0085565476190476,0.8610169491525423,0.7630208333333334,0.2209944751381215,0.8837689969604863,0.0564593301435406,0.7365239294710325,0.6795190713101161,0.2577388963660834,0.2485418016850291,0.4916142557651992,0.2269503546099291,1,0,0,0,0,1,0,0,0,1,0,0.5470383275261324,0.5603751465416178,0.5165692007797271,0.0240318711446196,1.0,0.2206256632411935,0.0968586387434554,0.1470588235294117,0.7270448849396218,0.9,0.5348837209302325,0.2962962962962963,0.1714285714285714,0.2,0.2692307692307693,0.2692307692307693,0.8285714285714286,0.3051328869953337,0.6926829268292682,0.4737956590788776
0.2325581395348836,0.3050847457627118,0.457092819614711,0.3004587155963302,0.3598615916955017,0.2372881355932203,0.0561056105610561,0.1014492753623188,0.7726063829787234,0.0003051393670128,0.5260255084453637,0.6527390900649953,0.4804832713754647,0.6178428761651131,0.0511092602407814,0.4706358849736735,0.4359502560351133,0.4359502560351133,0.3492611154624215,0.3382352941176471,0.4233128834355828,0.3333333333333333,0.2222222222222222,1.0,0.620253164556962,0.4984567901234568,0.6956521739130435,0.0111607142857142,0.8372881355932204,0.7526041666666666,0.1519337016574585,0.8862006079027356,0.0692583732057416,0.7602015113350123,0.7425373134328358,0.2511440107671601,0.5429358392741412,0.4182389937106918,0.6808510638297872,1,0,0,0,0,1,0,0,0,1,0,0.4773519163763066,0.6189917936694022,0.682261208576998,0.024503084304318,0.2100205902539464,0.1955749658189958,0.3219895287958115,0.2418300653594771,0.4978354978354978,0.9,0.7829457364341085,0.1666666666666666,0.2142857142857143,0.3333333333333333,0.3653846153846153,0.3653846153846153,0.8857142857142857,0.2797727733820248,0.7574279379157428,0.5262043409211222
0.1511627906976743,0.2033898305084745,0.3782837127845884,0.2488532110091743,0.2964244521337947,0.2372881355932203,0.0907590759075907,0.072463768115942,0.5784574468085106,0.0105142166456571,0.4915546363322992,0.3788300835654596,0.1843246592317224,0.5805592543275633,0.03982736427652,0.4941271769947347,0.7442450466155115,0.7442450466155115,0.5808369756033426,0.6470588235294118,0.2576687116564417,0.1904761904761904,0.1666666666666666,0.8236655353286022,0.6044303797468354,0.1975308641975308,0.6038647342995169,0.0104166666666666,0.823728813559322,0.7916666666666666,0.1602209944751381,0.7905167173252279,0.0496411483253588,0.4624685138539042,0.2856550580431177,0.1884253028263795,0.3723266364225535,0.3186582809224318,0.1382978723404255,1,0,0,0,0,0,0,1,0,1,0,0.5923344947735192,0.3593200468933177,0.6598440545808967,0.0218471555860178,0.2951269732326698,0.2478721061552852,0.2696335078534031,0.2554466230936819,0.3501936659831396,0.9,0.4496124031007752,0.6666666666666666,0.1428571428571428,0.5666666666666667,0.1538461538461538,0.1538461538461538,0.8857142857142857,0.1834043416514506,0.4031042128603103,0.4160931709899417
0.127906976744186,0.1864406779661017,0.3345008756567426,0.2201834862385321,0.2675893886966551,0.3220338983050847,0.0775577557755775,0.0652173913043478,0.5425531914893617,0.0667379152542512,0.4183040330920372,0.3235840297121634,0.1666666666666666,0.5522636484687083,0.0399030816990989,0.4925070878898339,0.7717629846378931,0.7717629846378931,0.6178762864618009,0.6323529411764706,0.2024539877300613,0.1904761904761904,0.2,0.8008330762110458,0.5727848101265823,0.1975308641975308,0.5845410628019324,0.0141369047619047,0.8203389830508474,0.8177083333333334,0.2624309392265193,0.7618237082066869,0.0480861244019138,0.4161209068010074,0.2172470978441127,0.2139973082099596,0.3506156837329877,0.3448637316561845,0.1152482269503546,0,1,0,0,0,0,0,1,0,1,0,0.8452961672473868,0.515240328253224,0.4892787524366471,0.0227039067854695,0.3074811256005491,0.2674180670903551,0.2670157068062827,0.2592592592592592,0.304397357028936,0.9,0.4186046511627907,0.6666666666666666,0.1428571428571428,0.6,0.1538461538461538,0.1538461538461538,1.0,0.1884763643741124,0.3263858093126386,0.3732133403917416
0.127906976744186,0.2033898305084745,0.3432574430823117,0.2259174311926605,0.2877739331026528,0.1525423728813559,0.127062706270627,0.0652173913043478,0.523936170212766,0.0697171820799373,0.482936918304033,0.2374651810584958,0.1874225526641883,0.3678428761651132,0.0265768153252063,0.4244633454840016,0.2522520639565262,0.2522520639565262,0.2337315182763044,0.5588235294117647,0.2269938650306749,0.3333333333333333,0.1666666666666666,0.8221228016044431,0.3987341772151899,0.1975308641975308,0.6666666666666666,0.0066964285714285,0.7254237288135593,0.6848958333333334,0.143646408839779,0.8195744680851064,0.0363636363636363,0.4181360201511333,0.2193200663349917,0.1130551816958277,0.2824044069993519,0.2819706498951781,0.2819148936170212,0,1,0,0,0,0,0,1,0,1,0,0.7686411149825784,0.3593200468933177,0.47953216374269,0.0116089787525702,0.1887439945092656,0.2197435013887813,0.1963350785340314,0.1644880174291939,0.4176349965823649,0.7,0.2325581395348837,0.4814814814814814,0.2142857142857143,0.4,0.2692307692307693,0.2692307692307693,0.7142857142857143,0.1757861635220125,0.4514412416851441,0.5203811540497618
0.1976744186046511,0.2203389830508474,0.0367775831873905,0.0252293577981651,0.0253748558246828,0.2372881355932203,0.1534653465346534,0.108695652173913,0.2101063829787234,0.0076243673463002,0.1382281971733884,0.048050139275766,0.0083643122676579,0.1358189081225033,0.0642840917695161,0.3430538679627379,0.3232972702421745,0.3232972702421745,0.2614229906155849,0.6323529411764706,0.1533742331288344,0.3333333333333333,0.2222222222222222,0.560629435359457,0.1297468354430379,0.037037037037037,0.2415458937198067,0.0401785714285714,0.1898305084745762,0.1614583333333333,0.0359116022099447,0.7482066869300911,0.0727272727272727,0.3455919395465994,0.0924543946932006,0.0323014804845222,0.0669151004536617,0.1352201257861635,0.0851063829787234,1,0,0,0,0,1,0,0,0,1,0,0.3930313588850174,0.4349355216881594,0.5838206627680312,0.0575736806031528,0.0199039121482498,0.3415517280642492,0.3089005235602093,0.0675381263616557,0.1863750284802916,0.3,0.0852713178294573,0.7037037037037037,0.2285714285714286,0.5333333333333333,0.3076923076923077,0.3076923076923077,0.4857142857142857,0.0602556299452221,0.3543237250554325,0.4806776071995765
0.6162790697674418,0.6949152542372881,0.7810858143607706,0.6846330275229358,0.33679354094579,0.0677966101694915,0.0099009900990099,0.0942028985507246,0.4893617021276595,0.0389316993364495,0.8405722164770769,0.233983286908078,0.0043370508054522,0.0582556591211717,0.0108275914287877,0.0494127176994734,0.2567666422823701,0.4147768836869056,0.0528804339991639,0.3382352941176471,0.1533742331288344,0.0095238095238095,0.5,0.17170626349892,0.1012658227848101,0.1975308641975308,0.9758454106280192,0.0104166666666666,0.111864406779661,0.0755208333333333,0.6850828729281768,0.0279635258358662,0.0003588516746411,0.4292191435768259,0.1803482587064676,0.4360699865410498,0.0369410239792611,0.4234800838574423,0.6631205673758865,0,0,1,0,0,0,1,0,1,0,0,0.1114982578397212,0.0943728018757327,0.2729044834307992,0.0181631254283756,0.7536032944406315,0.2215863356558521,0.0,0.0065359477124183,0.7104123946229209,0.8,0.2325581395348837,0.074074074074074,0.6,0.1,0.3461538461538461,0.3461538461538461,0.1428571428571428,0.2622235747616149,0.4580931263858093,0.5166754896770778
0.1860465116279069,0.2372881355932203,0.1112084063047285,0.0739678899082568,0.0916955017301038,0.2372881355932203,0.1369636963696369,0.0652173913043478,0.300531914893617,0.0063064880402,0.2890382626680455,0.0835654596100278,0.0216852540272614,0.1681091877496671,0.0659498750662527,0.3616848926690968,0.3373518653986832,0.3373518653986832,0.3054776057008039,0.6470588235294118,0.1963190184049079,0.4285714285714285,0.1111111111111111,0.5732798518975624,0.1645569620253164,0.1975308641975308,0.3188405797101449,0.027157738095238,0.3932203389830508,0.3619791666666667,0.0773480662983425,0.8295440729483283,0.0821770334928229,0.3677581863979847,0.1119402985074626,0.1059892328398385,0.0884640311082307,0.240041928721174,0.0602836879432624,1,0,0,0,0,0,0,1,0,1,0,0.4599303135888501,0.3698710433763189,0.6773879142300195,0.0582162440027416,0.0446122168840082,0.3027106504291854,0.2643979057591623,0.0795206971677559,0.1811346548188653,0.4,0.1240310077519379,0.5185185185185185,0.2,0.7166666666666667,0.3653846153846153,0.3653846153846153,0.6,0.1195982958003651,0.4128603104212862,0.5272631021704605
0.2093023255813953,0.2711864406779661,0.2031523642732049,0.1341743119266055,0.1753171856978085,0.2033898305084746,0.1666666666666666,0.072463768115942,0.3590425531914893,0.0103968046819873,0.3536711478800413,0.1144382544103992,0.0461586121437422,0.2390146471371504,0.0283940334671007,0.3442689347914135,0.362726451224235,0.362726451224235,0.3395651133006792,0.5588235294117647,0.1840490797546012,0.3333333333333333,0.1666666666666666,0.6730947238506633,0.2468354430379747,0.1975308641975308,0.4685990338164251,0.0230654761904761,0.4644067796610169,0.421875,0.0966850828729281,0.825288753799392,0.038755980861244,0.3385390428211586,0.0953565505804311,0.190578734858681,0.136746597537265,0.2924528301886792,0.1223404255319149,1,0,0,0,0,1,0,0,0,1,0,0.4773519163763066,0.5240328253223916,0.7017543859649122,0.0171778615490061,0.0899107755662319,0.2065175824698696,0.1832460732984293,0.0936819172113289,0.2727272727272727,0.5,0.1550387596899224,0.4814814814814814,0.2,0.5166666666666667,0.3076923076923077,0.3076923076923077,0.6571428571428571,0.1896429296003246,0.3281596452328159,0.4568554790894653
